x0,x1,y0,y2
0.154,0.0,-5.161342823649899,0.6081412044088901
0.154,0.005,-5.159195631192289,0.60777010791994
0.154,0.01,-5.152677636303712,0.6066666205897698
0.154,0.015,-5.141697046720812,0.6048320100832548
0.154,0.02,-5.126171708514691,0.6022689467540512
0.154,0.025,-5.106029768292637,0.5989815296926589
0.154,0.03,-5.081209333782769,0.5949751553766209
0.154,0.035,-5.0516589812159705,0.5902565350186484
0.154,0.04,-5.017337790500784,0.5848336425193279
0.154,0.045,-4.978215160573251,0.5787156376534442
0.154,0.05,-4.934271782114161,0.5719129784328603
0.154,0.055,-4.885498198128207,0.5644371650652913
0.154,0.06,-4.831895615616759,0.5563008448597241
0.154,0.065,-4.773475542930393,0.5475177408888903
0.154,0.07,-4.710259595184456,0.5381026146300253
0.154,0.075,-4.642279250131412,0.5280712277750936
0.154,0.08,-4.569575556363678,0.5174403028038927
0.154,0.085,-4.492198321413139,0.5062274134058941
0.154,0.09,-4.410207605883166,0.49445121230244415
0.154,0.095,-4.323670539494538,0.4821309848498555
0.154,0.1,-4.232662689558835,0.46928686538620557
0.154,0.105,-4.137267137844844,0.45593972195367916
0.154,0.11,-4.037573377369499,0.44211101980248946
0.154,0.115,-3.9336792050138754,0.42782309887560976
0.154,0.12,-3.825686639108391,0.4130986216985676
0.154,0.125,-3.713703756482115,0.397960841006482
0.154,0.13,-3.5978436051966924,0.38243345770640313
0.154,0.135,-3.478223715455542,0.36654055855517786
0.154,0.14,-3.354965634442487,0.3503065529492645
0.154,0.145,-3.228194491828979,0.33375610925212473
0.154,0.15,-3.0980378163715816,0.31691398988050157
0.154,0.155,-2.9646283034930168,0.2998053912834896
0.154,0.16,-2.8280988495417216,0.2824552788384852
0.154,0.165,-2.688584534818677,0.26488862009120995
0.154,0.17,-2.5462249923108167,0.2471306453416214
0.154,0.175,-2.4011592591480517,0.2292061608869179
0.154,0.18,-2.2535289792674074,0.21113991034709448
0.154,0.185,-2.1034775231970277,0.19295641630533342
0.154,0.19,-1.9511499770405116,0.17467992827427944
0.154,0.195,-1.7966931737816374,0.1563343730052059
0.154,0.2,-1.640255761825832,0.1379433072121263
0.154,0.205,-1.4819883047954927,0.11952987275937274
0.154,0.21,-1.3220434058264847,0.10111675434414355
0.154,0.215,-1.1605748823350663,0.08272603018834193
0.154,0.22,-0.9977417756319781,0.06437957311948414
0.154,0.225,-0.8337027267652353,0.04609835795078174
0.154,0.23,-0.6686189760381714,0.02790275991292887
0.154,0.235,-0.5026574763433962,0.00981284869134344
0.154,0.24,-0.33598509340962424,-0.008152289435819221
0.154,0.245,-0.16877261092070947,-0.025974141439348175
0.154,0.25,-0.001193785466902686,-0.043634897874879175
0.154,0.255,0.16657466221871275,-0.06111747173406304
0.154,0.26,0.3343531062655415,-0.07840551447982877
0.154,0.265,0.501959129384046,-0.09548342920121919
0.154,0.27,0.669208690050456,-0.11233648057445403
0.154,0.275,0.8359123687274089,-0.12895040158376633
0.154,0.28,1.0018816433837725,-0.14531200048114673
0.154,0.285,1.1669252511621284,-0.1614087585386915
0.154,0.29,1.3308505970490607,-0.17722892901911977
0.154,0.295,1.4934642188236649,-0.192761531817724
0.154,0.3,1.6545732569638218,-0.207996434804809
0.154,0.305,1.8139821802562666,-0.2229239806255769
0.154,0.31,1.9714991433885753,-0.2375355167388753
0.154,0.315,2.1269327577596946,-0.25182301238657523
0.154,0.32,2.2800936978525397,-0.2657791293630015
0.154,0.325,2.4307953523668804,-0.27939719823887577
0.154,0.33,2.578855349604121,-0.2926712699923457
0.154,0.335,2.724092684363896,-0.3055957726516066
0.154,0.34,2.866333636485238,-0.3181659548846843
0.154,0.345,3.005408817206686,-0.3303775342729546
0.154,0.35,3.141154616070553,-0.3422267426054643
0.154,0.355,3.2734137125996874,-0.3537102896356238
0.154,0.36,3.402036292215687,-0.36482539092598665
0.154,0.365,3.5268774048997487,-0.3755694670184746
0.154,0.37,3.6478019091305507,-0.38594050256677737
0.154,0.375,3.7646816615949428,-0.3959367406987827
0.154,0.38,3.877396508515213,-0.4055567122665106
0.154,0.385,3.9858344338117746,-0.41479919839297796
0.154,0.39,4.089891642761955,-0.42366319398275243
0.154,0.395,4.189473163379365,-0.4321479219310881
0.154,0.4,4.284490461122364,-0.44025259938949246
0.154,0.405,4.374864908333865,-0.4479767092716421
0.154,0.41,4.460525240091978,-0.4553197657399487
0.154,0.415,4.541407974083187,-0.4622813381113714
0.154,0.42,4.617457184983898,-0.46886102536431773
0.154,0.425,4.68862465612945,-0.4750584688636995
0.154,0.43,4.754867928069008,-0.4808731863071726
0.154,0.435,4.816152540767221,-0.486304775342545
