x0,x1,y0,y2
0.052,0.0,-1.4839087251586398,0.9575219457844075
0.052,0.005,-1.484239916025777,0.9570406907609577
0.052,0.01,-1.48517235547714,0.9555919751687927
0.052,0.015,-1.4866277665129202,0.9531761267127985
0.052,0.02,-1.4885237132872087,0.9497946847211309
0.052,0.025,-1.490773925066161,0.9454504605304206
0.052,0.03,-1.4932887506638335,0.9401473907798776
0.052,0.035,-1.4959755120983207,0.9338905868948295
0.052,0.04,-1.4987389194072147,0.9266862928340442
0.052,0.045,-1.5014814963829965,0.9185418092328674
0.052,0.05,-1.504103926782704,0.9094656691084337
0.052,0.055,-1.5065055639199856,0.8994673228254555
0.052,0.06,-1.508584771370114,0.8885573033738743
0.052,0.065,-1.51023934005604,0.8767471575296419
0.052,0.07,-1.5113668801023836,0.8640494229429727
0.052,0.075,-1.5118652017917102,0.8504776053120013
0.052,0.08,-1.5116326837111016,0.8360461555498016
0.052,0.085,-1.5105686174442523,0.8207703533213688
0.052,0.09,-1.5085735757574947,0.8046666531912232
0.052,0.095,-1.5055496966294366,0.7877521148186761
0.052,0.1,-1.5014010067207888,0.7700447385674658
0.052,0.105,-1.4960337035721594,0.7515633529231432
0.052,0.11,-1.4893563798605598,0.7323274731975876
0.052,0.115,-1.4812804409172111,0.7123577398064823
0.052,0.12,-1.47172010032449,0.6916752048634079
0.052,0.125,-1.460592748126424,0.6703017606997236
0.052,0.13,-1.447819117387081,0.6482600012655862
0.052,0.135,-1.4333234727548216,0.6255731955386147
0.052,0.14,-1.4170337866850438,0.6022652605362568
0.052,0.145,-1.3988819049219487,0.578360733958355
0.052,0.15,-1.3788035774083407,0.5538845989482869
0.052,0.155,-1.356739097615397,0.5288628430715149
0.052,0.16,-1.3326327287622952,0.5033215544646694
0.052,0.165,-1.306433148197378,0.4772873170233719
0.052,0.17,-1.278094108819173,0.450787661080701
0.052,0.175,-1.2475736405347309,0.42385010311751203
0.052,0.18,-1.2148348014785084,0.3965027345160367
0.052,0.185,-1.179845670360229,0.36877403842869205
0.052,0.19,-1.1425794927897381,0.3406928601779202
0.052,0.195,-1.1030148327784137,0.31228837744340754
0.052,0.2,-1.0611357302637083,0.28359007021923766
0.052,0.205,-1.0169318652489951,0.2546276905168532
0.052,0.21,-0.9703987288701085,0.22543123178379934
0.052,0.215,-0.9215375032350874,0.19603072221613385
0.052,0.22,-0.8703564248763807,0.16645689570549663
0.052,0.225,-0.8168692278206006,0.13674010847202187
0.052,0.23,-0.7610961509145495,0.10691082885466704
0.052,0.235,-0.7030651958042138,0.07700014195826468
0.052,0.24,-0.642810332579265,0.04703864952088091
0.052,0.245,-0.5803730158592066,0.017057147014188506
0.052,0.25,-0.5158020556217653,-0.012913588033516554
0.052,0.255,-0.44915380721634185,-0.04284283079220999
0.052,0.26,-0.38049235138706705,-0.0726999444499567
0.052,0.265,-0.3098896603707769,-0.10245441607853381
0.052,0.27,-0.2374253084616554,-0.13207606911049163
0.052,0.275,-0.16318833586843573,-0.16153439470272934
0.052,0.28,-0.08727475354139913,-0.1907996485688251
0.052,0.285,-0.009789324455100668,-0.21984218125060784
0.052,0.29,0.06915483705637682,-0.24863265278946445
0.052,0.295,0.1494362832086935,-0.2771420704646255
0.052,0.3,0.23092578873414027,-0.30534199354128544
0.052,0.305,0.31348452173841856,-0.3332039001424587
0.052,0.31,0.3969671392536205,-0.3607002329621237
0.052,0.315,0.4812200940224395,-0.38780376123229765
0.052,0.32,0.5660824271707755,-0.4144877853019706
0.052,0.325,0.6513861486650226,-0.44072617118740964
0.052,0.33,0.7369572003318786,-0.4664935360682092
0.052,0.335,0.8226139395173121,-0.49176466872840485
0.052,0.34,0.9081707994431557,-0.5165154817302441
0.052,0.345,0.9934369192988252,-0.5407224228150634
0.052,0.35,1.078217392123741,-0.5643626567672909
0.052,0.355,1.1623140675971757,-0.5874140902517987
0.052,0.36,1.2455269064774828,-0.6098555264183472
0.052,0.365,1.3276529149450282,-0.631666153944766
0.052,0.37,1.4084900790227812,-0.6528263679320601
0.052,0.375,1.487836364793961,-0.6733172468439379
0.052,0.38,1.5654912318636134,-0.6931207014475667
0.052,0.385,1.6412566607637955,-0.7122194857091243
0.052,0.39,1.7149381815762883,-0.7305972052432214
0.052,0.395,1.7863463104691335,-0.7482384262607465
0.052,0.4,1.8552958563487598,-0.7651282629887112
0.052,0.405,1.9216094382647704,-0.7812530100112431
0.052,0.41,1.9851166854677427,-0.7965997162478101
0.052,0.415,2.0456555327557435,-0.8111562892448374
0.052,0.42,2.1030730195584377,-0.8249114900912108
0.052,0.425,2.1572263302911496,-0.8378550011705681
0.052,0.43,2.207982172168667,-0.8499771137284063
0.052,0.435,2.2552192794811674,-0.861269180650555
0.052,0.44,2.2988275816861927,-0.8717232914235995
0.052,0.445,2.3387089266337697,-0.8813323390529418
0.052,0.45,2.3747773812409907,-0.8900900064996657
0.052,0.455,2.4069596227955397,-0.897990796971987
0.052,0.46,2.435194318142854,-0.9050298359848455
0.052,0.465,2.4594333132303654,-0.9112031390698279
0.052,0.47,2.479640798570936,-0.9165074033971494
0.052,0.475,2.495793391683819,-0.9209400427997501
0.052,0.48,2.507879943535121,-0.9244991735892588
0.052,0.485,2.515901313497521,-0.9271836143929467
0.052,0.49,2.5198698801081667,-0.9289928146043633
0.052,0.495,2.519809449881185,-0.9299269385558344
0.052,0.5,2.5157546142847145,-0.929986785498473
0.052,0.505,2.5077503384672326,-0.9291737985243593
0.052,0.51,2.4958514524924134,-0.9274900560364463
0.052,0.515,2.4801221109720015,-0.9249382643844599
0.052,0.52,2.4606352269701888,-0.9215217516445658
0.052,0.525,2.437471885930258,-0.9172444624897722
0.052,0.53,2.4107207452306443,-0.912110954069939
0.052,0.535,2.3804770438697114,-0.9061263164039353
0.052,0.54,2.3468434734273207,-0.899296465470701
0.052,0.545,2.309927401420842,-0.8916277132573374
0.052,0.55,2.269841667743006,-0.8831270417463306
0.052,0.555,2.226703650126237,-0.8738020356629328
0.052,0.56,2.180634684587069,-0.8636608816895355
0.052,0.5650000000000001,2.1317595048872686,-0.8527123677261578
0.052,0.5700000000000001,2.080205704590957,-0.8409658820697236
0.052,0.5750000000000001,2.0261032248901607,-0.8284314124031821
0.052,0.58,1.9695838709282083,-0.8151195445073315
0.052,0.585,1.9107808588751611,-0.8010414606324244
0.052,0.59,1.8498283955072572,-0.7862089374922591
0.052,0.595,1.786860529423477,-0.7706341538326797
0.052,0.6,1.7220138255915023,-0.754330439190727
0.052,0.605,1.6554225415261405,-0.7373111565630307
