x0,x1,y0,y2
0.098,0.0,-3.2759383078469364,0.844148765352292
0.098,0.005,-3.2751237261171866,0.8436890200654908
0.098,0.01,-3.272623457789999,0.8423051118979409
0.098,0.015,-3.2683566822139634,0.8399974585373154
0.098,0.02,-3.2622442736063233,0.8367680447870148
0.098,0.025,-3.254209307214003,0.8326204660876871
0.098,0.03,-3.2441771681710536,0.8275597716797559
0.098,0.035,-3.2320759866592152,0.8215924928977584
0.098,0.04,-3.217836879748579,0.8147265819017359
0.098,0.045,-3.201394089222576,0.8069713168425859
0.098,0.05,-3.1826855977700728,0.7983374451569515
0.098,0.055,-3.161652720497973,0.7888368584942013
0.098,0.06,-3.1382406302536543,0.7784827242385094
0.098,0.065,-3.1123983815846517,0.7672893934213485
0.098,0.07,-3.0840789956636403,0.7552723519889634
0.098,0.075,-3.053239516454483,0.7424481719450617
0.098,0.08,-3.019841040234353,0.7288344624544293
0.098,0.085,-2.9838484986670317,0.7144497329803193
0.098,0.09,-2.9452315165043452,0.6993136920891899
0.098,0.095,-2.9039630906653566,0.6834466842191734
0.098,0.1,-2.8600203838486045,0.6668699797543853
0.098,0.105,-2.813384457587535,0.6496056433976011
0.098,0.11,-2.7640399020298343,0.6316763775078226
0.098,0.115,-2.711975956221008,0.6131059060520042
0.098,0.12,-2.657184670339814,0.5939182861107797
0.098,0.125,-2.599661995237066,0.5741382849271728
0.098,0.13,-2.539407431391733,0.5537912289136488
0.098,0.135,-2.4764239725395,0.5329029581519068
0.098,0.14,-2.410718060668385,0.5114997815296215
0.098,0.145,-2.342299554828808,0.489608432560771
0.098,0.15,-2.2711812839915466,0.467255891378072
0.098,0.155,-2.1973807612908733,0.4444698777281906
0.098,0.16,-2.1209176622886208,0.4212780094063806
0.098,0.165,-2.0418150674236077,0.39770814990596015
0.098,0.17,-1.9601010111264419,0.3737888003707276
0.098,0.175,-1.8758057374195343,0.3495482167775136
0.098,0.18,-1.7889636765485062,0.32501493089064415
0.098,0.185,-1.6996131086764372,0.30021757260010595
0.098,0.19,-1.6077963115438945,0.2751848322506224
0.098,0.195,-1.5135597272786068,0.2499454235050345
0.098,0.2,-1.4169541467907465,0.22452804666769585
0.098,0.205,-1.318034909792663,0.19896135239079563
0.098,0.21,-1.2168621180830266,0.1732739056875053
0.098,0.215,-1.1135002368702147,0.14749399630219692
0.098,0.22,-1.0080208033751852,0.12165021834729281
0.098,0.225,-0.9004989646561178,0.09577051263807343
0.098,0.23,-0.7910155059297996,0.06988259134055694
0.098,0.235,-0.6796590934042658,0.04401436655948324
0.098,0.24,-0.566522579393659,0.018192989073959442
0.098,0.245,-0.4517058087610409,-0.007554569376351905
0.098,0.25,-0.3353151601080483,-0.033201705279307714
0.098,0.255,-0.21746370904356085,-0.058722217947561134
0.098,0.26,-0.09827136111370255,-0.08409034370989293
0.098,0.265,0.022135051287949348,-0.1092807895467058
0.098,0.27,0.14362244074673186,-0.1342689142821123
0.098,0.275,0.2660485537112031,-0.15903016598199682
0.098,0.28,0.3892663608749481,-0.183541006636201
0.098,0.285,0.5131212679274666,-0.2077783444635315
0.098,0.29,0.637451999960067,-0.23171971129817143
0.098,0.295,0.7620908301010589,-0.2553432885375224
0.098,0.3,0.8868646199512027,-0.2786280687116258
0.098,0.305,1.011592210288683,-0.30155332381956124
0.098,0.31,1.136089321967132,-0.3240994571504405
0.098,0.315,1.260166087688311,-0.34624746211397134
0.098,0.32,1.3836283706039922,-0.36797907526442875
0.098,0.325,1.5062784042851547,-0.3892767864278495
0.098,0.33,1.6279162144953847,-0.4101239685311779
0.098,0.335,1.7483374793515696,-0.43050438694522375
0.098,0.34,1.8673386825264304,-0.4504029456167766
0.098,0.345,1.9847150454893028,-0.4698051844359048
0.098,0.35,2.1002621244298183,-0.48869739888341723
0.098,0.355,2.213776697601273,-0.5070666310014287
0.098,0.36,2.325058316680204,-0.5249007621380692
0.098,0.365,2.433907558474152,-0.5421880762801131
0.098,0.37,2.5401308835308067,-0.5589178808080469
0.098,0.375,2.643538819836486,-0.5750800586480648
0.098,0.38,2.743947448530561,-0.5906651548441199
0.098,0.385,2.8411791738898127,-0.6056643535674016
0.098,0.39,2.935063439151127,-0.6200694537819429
0.098,0.395,3.0254379087336103,-0.6338729243537656
0.098,0.4,3.112146921235548,-0.6470675524743208
0.098,0.405,3.1950452378217924,-0.6596469109291111
0.098,0.41,3.273996305671744,-0.6716049988456599
0.098,0.415,3.3488731712541475,-0.6829362994760132
0.098,0.42,3.4195587682539847,-0.6936357544051609
0.098,0.425,3.4859465136505476,-0.7036987965920757
0.098,0.43,3.5479388920981276,-0.7131210901970135
0.098,0.435,3.6054499046963606,-0.7218988676523068
0.098,0.44,3.6584034704113373,-0.7300286644433674
0.098,0.445,3.7067337875348816,-0.7375073610377006
0.098,0.45,3.7503852347552504,-0.7443321645734814
0.098,0.455,3.7893124445154847,-0.7505006270857546
0.098,0.46,3.823479219266492,-0.7560104875658286
0.098,0.465,3.852859706958901,-0.7608598796288388
0.098,0.47,3.8774372002814,-0.7650471694136024
0.098,0.475,3.8972041168104843,-0.7685709850453549
0.098,0.48,3.9121617162152766,-0.7714302091927432
0.098,0.485,3.9223198513127784,-0.7736239844987949
0.098,0.49,3.9276964506255956,-0.7751516613191278
0.098,0.495,3.9283175719624523,-0.7760128739372621
0.098,0.5,3.9242168189559283,-0.7762074836635563
0.098,0.505,3.9154351016853193,-0.7757355948257099
0.098,0.51,3.902020322193991,-0.7745975571923112
0.098,0.515,3.8840270604047173,-0.7727939698259949
0.098,0.52,3.8615162606639615,-0.7703256863039833
0.098,0.525,3.834554918802734,-0.7671938212446768
0.098,0.53,3.8032157693568402,-0.7633997580791348
0.098,0.535,3.767576522296199,-0.7589451009725231
0.098,0.54,3.7277212998746148,-0.7538319051886467
0.098,0.545,3.683737770672379,-0.7480623695565645
0.098,0.55,3.635718481755612,-0.7416390531246961
0.098,0.555,3.583760140347713,-0.7345648389688694
0.098,0.56,3.527963293178076,-0.7268429479609358
0.098,0.5650000000000001,3.468432004600595,-0.7184769532218236
0.098,0.5700000000000001,3.405273534308724,-0.7094707951407112
0.098,0.5750000000000001,3.3385980158373507,-0.6998287968308498
0.098,0.58,3.268518137396207,-0.6895556798824427
0.098,0.585,3.1951488269073605,-0.6786565802651778
0.098,0.59,3.1186069434036,-0.6671370642278719
0.098,0.595,3.039010010582387,-0.6550029957567426
0.098,0.6,2.956479760319705,-0.642261137942288
0.098,0.605,2.871136162688845,-0.6289182999595625
0.098,0.61,2.7831009284618995,-0.6149819228186655
0.098,0.615,2.6924963390375187,-0.6004599520613798
0.098,0.62,2.599445028583735,-0.5853608506548937
0.098,0.625,2.5040697895547175,-0.5696936110083238
0.098,0.63,2.406493403287888,-0.553467766059676
0.098,0.635,2.3068384969769626,-0.5366933994056942
0.098,0.64,2.205227427851024,-0.5193811544713519
0.098,0.645,2.1017821948829196,-0.5015422427384609
0.098,0.65,1.9966243778159336,-0.48318845107269504
0.098,0.655,1.8898751027503289,-0.4643321482043108
0.098,0.66,1.781653734612015,-0.4449860569431537
0.098,0.665,1.672083069524193,-0.42516418752181984
0.098,0.67,1.5612816274926669,-0.40488045798296723
0.098,0.675,1.449368850514698,-0.3841496147916847
0.098,0.68,1.3364638897148173,-0.3629870083649978
0.098,0.685,1.2226856855386012,-0.34140859584026245
0.098,0.6900000000000001,1.1081530555935446,-0.3194309433615489
0.098,0.6950000000000001,0.9929847860726142,-0.29707122786444023
