x0,x1,x2,y0,y1,y3
0.08,0.0,0.0,-0.0,0.0,-8.273037365282583
0.08,0.0314159265358979,0.0,-0.0,0.026766483255141037,-8.27366257897029
0.08,0.0628318530717958,0.0,-0.0,0.053506551222865927,-8.274263994436733
0.08,0.0942477796076938,0.0,-0.0,0.08019381468445817,-8.27484107975513
0.08,0.1256637061435917,0.0,-0.0,0.10680193653287334,-8.275393306156941
0.08,0.1570796326794896,0.0,-0.0,0.1333046577642846,-8.275920162100201
0.08,0.1884955592153876,0.0,-0.0,0.159675823392549,-8.276421141880899
0.08,0.2199114857512855,0.0,-0.0,0.18588940826102063,-8.276895751233017
0.08,0.2513274122871834,0.0,-0.0,0.2119195427262389,-8.277343511540135
0.08,0.2827433388230814,0.0,-0.0,0.2377405381881429,-8.277763950449316
0.08,0.3141592653589793,0.0,-0.0,0.2633269124416181,-8.278156612853902
0.08,0.3455751918948773,0.0,-0.0,0.28865341482435697,-8.278521051188996
0.08,0.3769911184307752,0.0,-0.0,0.31369505113621315,-8.278856835099438
0.08,0.4084070449666731,0.0,-0.0,0.33842710830546047,-8.279163543938747
0.08,0.4398229715025711,0.0,-0.0,0.3628251787776103,-8.279440770727902
0.08,0.471238898038469,0.0,-0.0,0.3868651846027212,-8.27968812455356
0.08,0.5026548245743669,0.0,-0.0,0.4105234011974291,-8.279905225917522
0.08,0.5340707511102649,0.0,-0.0,0.4337764807582459,-8.280091709928081
0.08,0.5654866776461628,0.0,-0.0,0.45660147530302353,-8.280247227450504
0.08,0.5969026041820608,0.0,-0.0,0.4789758593178412,-8.28037144416017
0.08,0.6283185307179586,0.0,-0.0,0.5008775519869685,-8.28046403876243
0.08,0.6597344572538566,0.0,-0.0,0.5222849389839643,-8.280524707738774
0.08,0.6911503837897546,0.0,-0.0,0.543176893802408,-8.280553162532293
0.08,0.7225663103256524,0.0,-0.0,0.5635327986052096,-8.28054913037499
0.08,0.7539822368615504,0.0,-0.0,0.5833325645719273,-8.280512355237862
0.08,0.7853981633974484,0.0,-0.0,0.6025566517240064,-8.280442597359626
0.08,0.8168140899333463,0.0,-0.0,0.6211860882083801,-8.280339634550623
0.08,0.8482300164692442,0.0,-0.0,0.6392024890203974,-8.280203260815018
0.08,0.8796459430051422,0.0,-0.0,0.6565880741476033,-8.280033288537682
0.08,0.91106186954104,0.0,-0.0,0.6733256861164644,-8.279829548297592
0.08,0.942477796076938,0.0,-0.0,0.6893988069247238,-8.279591886876492
0.08,0.973893722612836,0.0,-0.0,0.7047915743426751,-8.279320172040116
0.08,1.005309649148734,0.0,-0.0,0.7194887975672682,-8.279014287145403
0.08,1.036725575684632,0.0,-0.0,0.7334759722135976,-8.278674137892812
0.08,1.0681415022205298,0.0,-0.0,0.7467392946289795,-8.278299645301933
0.08,1.0995574287564276,0.0,-0.0,0.7592656755154901,-8.277890754089315
0.08,1.1309733552923256,0.0,-0.0,0.7710427528475229,-8.27744742400327
0.08,1.1623892818282235,0.0,-0.0,0.7820589040716147,-8.276969638359354
0.08,1.1938052083641215,0.0,-0.0,0.7923032575765038,-8.276457399527468
0.08,1.2252211349000195,0.0,-0.0,0.8017657034220963,-8.27591073203584
0.08,1.2566370614359172,0.0,-0.0,0.8104369033167574,-8.275329676205212
0.08,1.2880529879718152,0.0,-0.0,0.8183082998330783,-8.274714298175542
0.08,1.3194689145077132,0.0,-0.0,0.825372124853022,-8.274064687714517
0.08,1.3508848410436112,0.0,-0.0,0.8316214072341203,-8.273380944350102
0.08,1.3823007675795091,0.0,-0.0,0.8370499796891476,-8.272663200848319
0.08,1.4137166941154071,0.0,-0.0,0.8416524848724906,-8.271911610461906
0.08,1.4451326206513049,0.0,-0.0,0.8454243806672003,-8.271126341880935
0.08,1.4765485471872029,0.0,-0.0,0.8483619446675138,-8.270307592912852
0.08,1.5079644737231008,0.0,-0.0,0.8504622778524193,-8.269455581861372
0.08,1.5393804002589988,0.0,-0.0,0.8517233074466398,-8.268570552639526
0.08,1.5707963267948968,0.0,0.0,0.8521437889662113,-8.267652764356328
0.08,1.6022122533307943,0.0,0.0,0.8517233074466398,-8.266702510258028
0.08,1.6336281798666925,0.0,0.0,0.8504622778524193,-8.265720099059049
0.08,1.6650441064025905,0.0,0.0,0.8483619446675138,-8.264705866018076
0.08,1.6964600329384885,0.0,0.0,0.8454243806672002,-8.263660164156295
0.08,1.7278759594743864,0.0,0.0,0.8416524848724904,-8.262583389605748
0.08,1.7592918860102844,0.0,0.0,0.8370499796891475,-8.261475937744581
0.08,1.7907078125461822,0.0,0.0,0.8316214072341203,-8.260338254755371
0.08,1.82212373908208,0.0,0.0,0.8253721248530221,-8.259170792098779
0.08,1.853539665617978,0.0,0.0,0.8183082998330783,-8.257974025736745
0.08,1.884955592153876,0.0,0.0,0.8104369033167574,-8.25674847854594
0.08,1.916371518689774,0.0,0.0,0.8017657034220962,-8.255494677724137
0.08,1.947787445225672,0.0,0.0,0.7923032575765037,-8.254213183356551
0.08,1.9792033717615696,0.0,0.0,0.7820589040716148,-8.252904581567115
0.08,2.010619298297468,0.0,0.0,0.7710427528475227,-8.251569476672413
0.08,2.042035224833365,0.0,0.0,0.7592656755154903,-8.250208515163653
0.08,2.073451151369264,0.0,0.0,0.7467392946289791,-8.248822379060918
0.08,2.104867077905161,0.0,0.0,0.7334759722135977,-8.247411735869342
0.08,2.13628300444106,0.0,0.0,0.7194887975672679,-8.245977304097273
0.08,2.167698930976957,0.0,0.0,0.7047915743426753,-8.244519846782582
0.08,2.199114857512855,0.0,0.0,0.6893988069247238,-8.243040128477721
0.08,2.2305307840487534,0.0,0.0,0.6733256861164644,-8.241538940383172
0.08,2.261946710584651,0.0,0.0,0.6565880741476033,-8.240017127843439
0.08,2.2933626371205493,0.0,0.0,0.6392024890203972,-8.238475536681296
0.08,2.324778563656447,0.0,0.0,0.62118608820838,-8.23691503950798
0.08,2.356194490192345,0.0,0.0,0.6025566517240064,-8.235336564120535
0.08,2.387610416728243,0.0,0.0,0.5833325645719271,-8.233741028053332
0.08,2.419026343264141,0.0,0.0,0.5635327986052097,-8.232129413705202
0.08,2.450442269800039,0.0,0.0,0.5431768938024077,-8.230502701866047
0.08,2.4818581963359367,0.0,0.0,0.5222849389839643,-8.228861899636417
0.08,2.5132741228718345,0.0,0.0,0.5008775519869686,-8.227208069915045
0.08,2.5446900494077327,0.0,0.0,0.4789758593178411,-8.22554227239876
0.08,2.5761059759436304,0.0,0.0,0.45660147530302353,-8.223865592232077
0.08,2.6075219024795286,0.0,0.0,0.43377648075824565,-8.222179169878542
0.08,2.6389378290154264,0.0,0.0,0.41052340119742897,-8.220484150779548
0.08,2.6703537555513246,0.0,0.0,0.3868651846027209,-8.21878167407659
0.08,2.7017696820872223,0.0,0.0,0.3628251787776101,-8.217072963280165
0.08,2.73318560862312,0.0,0.0,0.33842710830546047,-8.215359224297407
0.08,2.7646015351590183,0.0,0.0,0.313695051136213,-8.213641685035252
0.08,2.796017461694916,0.0,0.0,0.28865341482435686,-8.21192162538546
0.08,2.8274333882308142,0.0,0.0,0.2633269124416179,-8.21020031484798
0.08,2.858849314766712,0.0,0.0,0.23774053818814275,-8.208479042186006
0.08,2.8902652413026098,0.0,0.0,0.21191954272623895,-8.206759145131707
0.08,2.921681167838508,0.0,0.0,0.18588940826102046,-8.205041947627414
0.08,2.9530970943744057,0.0,0.0,0.15967582339254893,-8.203328789402937
0.08,2.984513020910304,0.0,0.0,0.13330465776428438,-8.201621055179055
0.08,3.0159289474462017,0.0,0.0,0.10680193653287322,-8.199920101832284
0.08,3.0473448739820994,0.0,0.0,0.08019381468445819,-8.19822733826526
0.08,3.0787608005179976,0.0,0.0,0.05350655122286579,-8.196544152736532
0.08,3.110176727053896,0.0,0.0,0.02676648325514064,-8.194871941852123
0.08,3.141592653589793,0.0,0.0,1.0435751635707684e-16,-8.193212138454006
0.08,0.0,0.0314159265358979,-0.026766483255141037,0.0,-8.272825147764918
0.08,0.0314159265358979,0.0314159265358979,-0.030361936758829616,0.03544877125115032,-8.273454515300514
0.08,0.0628318530717958,0.0314159265358979,-0.033867693847169936,0.07068073232121279,-8.274059998790674
