x0,x1,x2,y0,y1,y3
0.02,0.0,0.0,-0.0,0.0,-8.099909383802514
0.02,0.0314159265358979,0.0,-0.0,0.030179125598023597,-8.09976708454602
0.02,0.0628318530717958,0.0,-0.0,0.06032846804265193,-8.099605296558734
0.02,0.0942477796076938,0.0,-0.0,0.09041827357286648,-8.099423746632171
0.02,0.1256637061435917,0.0,-0.0,0.12041884718339499,-8.099222175074642
0.02,0.1570796326794896,0.0,-0.0,0.15030058193009707,-8.099000331672078
0.02,0.1884955592153876,0.0,-0.0,0.1800339881484434,-8.09875798003494
0.02,0.2199114857512855,0.0,-0.0,0.20958972255625394,-8.098494896359014
0.02,0.2513274122871834,0.0,-0.0,0.23893861721197532,-8.098210867083331
0.02,0.2827433388230814,0.0,-0.0,0.2680517082999174,-8.09790569481638
0.02,0.3141592653589793,0.0,-0.0,0.2969002647140423,-8.097579191839536
0.02,0.3455751918948773,0.0,-0.0,0.3254558164120979,-8.097231187659386
0.02,0.3769911184307752,0.0,-0.0,0.3536901825121116,-8.096861521490172
0.02,0.4084070449666731,0.0,-0.0,0.38157549910351907,-8.096470049618157
0.02,0.4398229715025711,0.0,-0.0,0.4090842467454797,-8.096056642841472
0.02,0.471238898038469,0.0,-0.0,0.4361892776252421,-8.095621182734654
0.02,0.5026548245743669,0.0,-0.0,0.46286384234975814,-8.095163569287125
0.02,0.5340707511102649,0.0,-0.0,0.48908161634410385,-8.094683717743976
0.02,0.5654866776461628,0.0,-0.0,0.5148167258306571,-8.094181555781143
0.02,0.5969026041820608,0.0,-0.0,0.5400437733633919,-8.093657024661
0.02,0.6283185307179586,0.0,-0.0,0.564737862892092,-8.093110090757156
0.02,0.6597344572538566,0.0,-0.0,0.5888746243317461,-8.092540727003954
0.02,0.6911503837897546,0.0,-0.0,0.6124302376128798,-8.091948923669808
0.02,0.7225663103256524,0.0,-0.0,0.6353814561890881,-8.091334690743924
0.02,0.7539822368615504,0.0,-0.0,0.6577056299785708,-8.090698054921528
0.02,0.7853981633974484,0.0,-0.0,0.6793807277170275,-8.090039053778833
0.02,0.8168140899333463,0.0,-0.0,0.7003853586998569,-8.08935774937728
0.02,0.8482300164692442,0.0,-0.0,0.7206987938921985,-8.088654212697437
0.02,0.8796459430051422,0.0,-0.0,0.7403009863859884,-8.087928537818842
