x0,x1,x2,y0,y1,y3
0.3,0.0,0.0,-0.0,0.0,-1.7660451306824527
0.3,0.0314159265358979,0.0,-0.0,0.017238590080622868,-1.7658416872307547
0.3,0.0628318530717958,0.0,-0.0,0.03446016775407636,-1.7653295506394668
0.3,0.0942477796076938,0.0,-0.0,0.05164773740238311,-1.7645129572098668
0.3,0.1256637061435917,0.0,-0.0,0.06878433696938056,-1.7633969188824614
0.3,0.1570796326794896,0.0,-0.0,0.08585305470022286,-1.7619872173931737
0.3,0.1884955592153876,0.0,-0.0,0.10283704583124101,-1.760290436200424
0.3,0.2199114857512855,0.0,-0.0,0.11971954921369067,-1.758313962305591
0.3,0.2513274122871834,0.0,-0.0,0.13648390385498277,-1.7560659695197314
0.3,0.2827433388230814,0.0,-0.0,0.15311356536107146,-1.7535554630897672
0.3,0.3141592653589793,0.0,-0.0,0.16959212226377346,-1.7507922239866431
0.3,0.3455751918948773,0.0,-0.0,0.18590331221690626,-1.7477868625493909
0.3,0.3769911184307752,0.0,-0.0,0.20203103804525976,-1.7445507426503473
0.3,0.4084070449666731,0.0,-0.0,0.21795938363056547,-1.7410960282820191
0.3,0.4398229715025711,0.0,-0.0,0.2336726296187831,-1.7374356409712672
0.3,0.471238898038469,0.0,-0.0,0.2491552689332054,-1.7335832010153027
0.3,0.5026548245743669,0.0,-0.0,0.26439202207807083,-1.7295530653340794
0.3,0.5340707511102649,0.0,-0.0,0.2793678522175808,-1.7253602648564388
0.3,0.5654866776461628,0.0,-0.0,0.29406798001544165,-1.7210204408978826
0.3,0.5969026041820608,0.0,-0.0,0.3084778982202847,-1.7165498130263452
0.3,0.6283185307179586,0.0,-0.0,0.3225833859825723,-1.711965228663822
0.3,0.6597344572538566,0.0,-0.0,0.3363705228888593,-1.7072839525924346
0.3,0.6911503837897546,0.0,-0.0,0.34982570269956037,-1.7025237038477106
0.3,0.7225663103256524,0.0,-0.0,0.36293564677666584,-1.697702613167174
0.3,0.7539822368615504,0.0,-0.0,0.3756874171881545,-1.6928391327765315
0.3,0.7853981633974484,0.0,-0.0,0.38806842947617,-1.687951925851134
0.3,0.8168140899333463,0.0,-0.0,0.4000664650763617,-1.6830598986520446
0.3,0.8482300164692442,0.0,-0.0,0.41166968337613274,-1.6781820119113948
0.3,0.8796459430051422,0.0,-0.0,0.4228666333998947,-1.673337308000837
0.3,0.91106186954104,0.0,-0.0,0.43364626510979837,-1.6685447898737917
0.3,0.942477796076938,0.0,-0.0,0.44399794031078677,-1.6638233002088494
0.3,0.973893722612836,0.0,-0.0,0.4539114431492093,-1.6591915412995384
0.3,1.005309649148734,0.0,-0.0,0.4633769901946363,-1.6546678826202472
0.3,1.036725575684632,0.0,-0.0,0.4723852400949231,-1.6502703908164493
0.3,1.0681415022205298,0.0,-0.0,0.48092730279499746,-1.6460166423920521
0.3,1.0995574287564276,0.0,-0.0,0.48899474831027,-1.6419237496061554
0.3,1.1309733552923256,0.0,-0.0,0.4965796150460118,-1.638008182131542
0.3,1.1623892818282235,0.0,-0.0,0.5036744176544866,-1.6342857785214222
0.3,1.1938052083641215,0.0,-0.0,0.5102721544220858,-1.6307716243618526
0.3,1.2252211349000195,0.0,-0.0,0.5163663141791742,-1.6274800047342528
0.3,1.2566370614359172,0.0,-0.0,0.5219508827258283,-1.6244242997259686
0.3,1.2880529879718152,0.0,-0.0,0.5270203487671259,-1.6216169814205468
0.3,1.3194689145077132,0.0,-0.0,0.5315697093521281,-1.619069530794859
0.3,1.3508848410436112,0.0,-0.0,0.5355944748111886,-1.6167923358933938
0.3,1.3823007675795091,0.0,-0.0,0.5390906731867149,-1.6147947353381193
0.3,1.4137166941154071,0.0,-0.0,0.5420548541530117,-1.613084918322354
0.3,1.4451326206513049,0.0,-0.0,0.544484092421335,-1.6116698843814055
0.3,1.4765485471872029,0.0,-0.0,0.5463759906267996,-1.6105554431591096
0.3,1.5079644737231008,0.0,-0.0,0.5477286816942883,-1.6097461682926166
0.3,1.5393804002589988,0.0,-0.0,0.54854083068103,-1.6092453852241495
0.3,1.5707963267948968,0.0,0.0,0.5488116360940265,-1.6090551535712971
0.3,1.6022122533307943,0.0,0.0,0.54854083068103,-1.609176268871304
0.3,1.6336281798666925,0.0,0.0,0.5477286816942883,-1.609608256073876
0.3,1.6650441064025905,0.0,0.0,0.5463759906267996,-1.610349378600382
0.3,1.6964600329384885,0.0,0.0,0.544484092421335,-1.6113966563071218
0.3,1.7278759594743864,0.0,0.0,0.5420548541530116,-1.6127458563686032
0.3,1.7592918860102844,0.0,0.0,0.5390906731867148,-1.6143915647904674
0.3,1.7907078125461822,0.0,0.0,0.5355944748111886,-1.6163271510049422
0.3,1.82212373908208,0.0,0.0,0.5315697093521282,-1.6185448660851314
0.3,1.853539665617978,0.0,0.0,0.5270203487671259,-1.6210358597528012
0.3,1.884955592153876,0.0,0.0,0.5219508827258283,-1.6237901717570495
0.3,1.916371518689774,0.0,0.0,0.5163663141791742,-1.6267968688024708
0.3,1.947787445225672,0.0,0.0,0.5102721544220857,-1.6300440384039743
0.3,1.9792033717615696,0.0,0.0,0.5036744176544866,-1.633518858168453
0.3,2.010619298297468,0.0,0.0,0.4965796150460116,-1.6372076768072812
0.3,2.042035224833365,0.0,0.0,0.4889947483102701,-1.6410960098359757
0.3,2.073451151369264,0.0,0.0,0.4809273027949972,-1.6451686165008756
0.3,2.104867077905161,0.0,0.0,0.47238524009492316,-1.6494097159699161
0.3,2.13628300444106,0.0,0.0,0.463376990194636,-1.653802865003273
0.3,2.167698930976957,0.0,0.0,0.4539114431492094,-1.6583310392528663
0.3,2.199114857512855,0.0,0.0,0.44399794031078677,-1.662976835783516
0.3,2.2305307840487534,0.0,0.0,0.43364626510979837,-1.6677224670057937
0.3,2.261946710584651,0.0,0.0,0.4228666333998947,-1.67254974194301
0.3,2.2933626371205493,0.0,0.0,0.41166968337613263,-1.6774403049433422
0.3,2.324778563656447,0.0,0.0,0.4000664650763616,-1.6823756205389309
0.3,2.356194490192345,0.0,0.0,0.38806842947617,-1.687336950353635
0.3,2.387610416728243,0.0,0.0,0.3756874171881544,-1.692305624720632
0.3,2.419026343264141,0.0,0.0,0.36293564677666595,-1.6972628701618593
0.3,2.450442269800039,0.0,0.0,0.34982570269956026,-1.7021900779727333
0.3,2.4818581963359367,0.0,0.0,0.3363705228888593,-1.707068773615652
0.3,2.5132741228718345,0.0,0.0,0.32258338598257236,-1.711880586710713
0.3,2.5446900494077327,0.0,0.0,0.3084778982202846,-1.7166074792607504
0.3,2.5761059759436304,0.0,0.0,0.29406798001544165,-1.7212317067002425
0.3,2.6075219024795286,0.0,0.0,0.2793678522175807,-1.7257357848611006
0.3,2.6389378290154264,0.0,0.0,0.2643920220780708,-1.7301026739780005
0.3,2.6703537555513246,0.0,0.0,0.24915526893320522,-1.7343158362823825
0.3,2.7017696820872223,0.0,0.0,0.23367262961878296,-1.7383590451724293
0.3,2.73318560862312,0.0,0.0,0.21795938363056547,-1.7422166746965848
0.3,2.7646015351590183,0.0,0.0,0.20203103804525965,-1.7458736228471787
0.3,2.796017461694916,0.0,0.0,0.18590331221690617,-1.7493152776517378
0.3,2.8274333882308142,0.0,0.0,0.16959212226377332,-1.752527671075065
0.3,2.858849314766712,0.0,0.0,0.15311356536107137,-1.7554974270090757
0.3,2.8902652413026098,0.0,0.0,0.13648390385498282,-1.7582117304515519
0.3,2.921681167838508,0.0,0.0,0.11971954921369056,-1.7606584466701625
0.3,2.9530970943744057,0.0,0.0,0.10283704583124098,-1.7628260705896208
0.3,2.984513020910304,0.0,0.0,0.08585305470022271,-1.764703701814479
0.3,3.0159289474462017,0.0,0.0,0.06878433696938048,-1.7662811344335285
0.3,3.0473448739820994,0.0,0.0,0.051647737402383126,-1.767548768712883
0.3,3.0787608005179976,0.0,0.0,0.03446016775407627,-1.768497679702766
0.3,3.110176727053896,0.0,0.0,0.01723859008062261,-1.7691195764054475
0.3,3.141592653589793,0.0,0.0,6.721004134773716e-17,-1.769406792865513
0.3,0.0,0.0314159265358979,-0.017238590080622868,0.0,-1.7665639713970596
0.3,0.0314159265358979,0.0314159265358979,-0.01722896275846865,0.017232317044669675,-1.7663456240166466
0.3,0.0628318530717958,0.0314159265358979,-0.017202438498793875,0.034447526657146565,-1.765818954801999
0.3,0.0942477796076938,0.0314159265358979,-0.01715909028728401,0.05162863471572954,-1.7649882452334562
0.3,0.1256637061435917,0.0314159265358979,-0.017098995762863504,0.06875868177368369,-1.7638585512776093
0.3,0.1570796326794896,0.0314159265358979,-0.017022237937090585,0.0858207599295205,-1.7624356969204416
0.3,0.1884955592153876,0.0314159265358979,-0.016928906543617357,0.10279802925656004,-1.7607263060946303
0.3,0.2199114857512855,0.0314159265358979,-0.016819098942327596,0.11967373442513222,-1.7587378040842307
0.3,0.2513274122871834,0.0314159265358979,-0.016692920713464728,0.13643122137419783,-1.7564784004091336
0.3,0.2827433388230814,0.0314159265358979,-0.01655048734386498,0.15305395328494859,-1.7539571334229236
0.3,0.3141592653589793,0.0314159265358979,-0.016391924188492914,0.1695255273214427,-1.7511838140651443
0.3,0.3455751918948773,0.0314159265358979,-0.01621736839561043,0.18582969021511703,-1.7481690795107516
0.3,0.3769911184307752,0.0314159265358979,-0.016026968515008164,0.20195035481795956,-1.7449243168613526
0.3,0.4084070449666731,0.0314159265358979,-0.015820886372216434,0.21787161537725203,-1.7414617097187364
0.3,0.4398229715025711,0.0314159265358979,-0.015599297334714957,0.23357776338080952,-1.7377941953142155
0.3,0.471238898038469,0.0314159265358979,-0.015362390215305385,0.24905330328621922,-1.7339354055260165
0.3,0.5026548245743669,0.0314159265358979,-0.015110369119399262,0.2642829672042391,-1.7298997047233824
